date,username,tweet
2022-02-13 00:37:21,Christi67545687,"@DrTomFrieden Simple, masks hurt no one but can help millions from spreading or catching COVID. Wear masks until the virus cases decline dramatically AND STAY THERE.  I ask those against masks if when they have surgery do they want the nurses, surgeons, anesthesiologists to wear gloves &amp; masks"
2022-02-13 00:37:21,showtacyan20,@covid_KTM あ、いま南出市長のツイートしようとしてました！😮 さすが早い！😅 兎に角、 広めないと恐ろしい事になる！！！  こういう事こそ情報拡散なのに、マスコミは何やってるんだ！！！😡😡😡 そして、全国自治体の首長も、どこをみてるんだ！ #cozy1242 #辛坊治郎ズーム #jolf #虎8  #そこまで言って委員会
2022-02-13 00:37:21,letteragi,"COVID, IL BOLLETTINO DELLA SICILIA DEL 12 FEBBRAIO: SCENDONO SOLO I RICOVERI, + 357 NUOVI CASI 5.945 CASI. IN PROVINCIA DI CALTANISSETTA  https://t.co/xVf5jq8KTZ"
2022-02-13 00:37:21,longcovidadvoc1,"@ABrokenBattery It came on after Covid though yet they dismissed #LongCovid, these diagnoses do overlap but they should still possibly consider Covid as an issue not dismiss  But amazing ignorance that it wasn't around when they were young of course it was just not talked about and stigmatized"
2022-02-13 00:37:21,Hippie_Amish,"@bill_smafia I am vaccinated (mandated at my hospital).  I did have chest pains for a month afterwards.  As a bedside nurse, I have seen many cardiac side effects.  But I have also seen it help keep severe Covid patients off the ventilator.  I think it should be an individual choice."
2022-02-13 00:37:21,pecaro1,"Los del país todavía no saben que el covid no es un V. El virus se llama SARS-COV2. Este es el nivel. Su única pretensión es extender propaganda falaz, pseudocientífica y generadora de odio y distanciamiento social. Claro, les pagan para ello.  https://t.co/FyS0mbKXiP"
2022-02-13 00:37:21,unofficialmagna,5 from 5 for 2022 🙌🏻   We continue our red hot form &amp; run riot with a 9-0 win today to @Radstock_TownFC reserves. ⚽️  With 1st team manager &amp; goalkeeper @GPickford80 away with Covid things could have been tricky but the boys more than delivered on the pitch 👏🏻  💛🖤💛🖤
2022-02-13 00:37:20,genabeeps,For those of you who still believe this is about stopping the spread of Covid.
2022-02-13 00:37:20,lokeshmadan444,What was the most effective method of controlling covid cases in india??
2022-02-13 00:37:20,pacurro55,BLOG DE PAQURRO : Covid.Tesorillo: Continua el descenso en contagios  https://t.co/9MFIyXgRur
2022-02-13 00:37:20,fckdatgoose7,@OlavToft01 Fuck covid ! Hope you get better homie !
2022-02-13 00:37:20,HonyoustMary,"@Jim_Jordan Tell me Gym, do you believe drinking disinfectant will get rid of covid? How about drinking your own pee? So you must believe horse dewormer works. Are you among those waiting in texas for the dead Jfk and his son to return?"
2022-02-13 00:37:19,nertz007,"@brianlilley And for all of you people who call yourself reporters. The initial intent was to go to parliament and be heard? Trudeau goes into hiding for 10 days(Covid ya right) then he calls me my son,wife my gdaughter, my gson, my daughter a bunch of racists. And the genie is out."
2022-02-13 00:37:19,LlcSamgo1,How do you keep invisible viruses from touching your face or mask?  Protection against COVID airborne aerosols with or WITHOUT using a N95 mask!  Simplicity makes it unbelievable and physics makes it tangible!    https://t.co/CyLtx4ysrf
2022-02-13 00:37:18,CraftyMoni,Feeling tired but don’t know if it’s Covid or just not a good nights sleep 🤷‍♀️
2022-02-13 00:37:18,yeatsdf,"@CryptoBull42O @margo94 @ZubyMusic @JordanSchachtel First of all the hospitals listed in your picture are specialized. I'm not sure what a rehabilitation hospital would do with COVID patients.  Second the four hospitals listed, includes a children's hospital, a military hospital, and a tiny hospital with less than 200 beds."
2022-02-13 00:37:17,eclipseborn,"Numbers are the eastest thing to manipulate. ""Cases cases cases"" ""But how many died from covid and not just with a positive test result that is stated faulty by the cdc?"" ""Ahhh...we don't have that number, NOW BE AFRAID OF MORE CASE NUMBERS"". So stupid."
2022-02-13 00:37:17,GreyReylo,@people One word - NO!! Enough is enough .My body is not a science experiment &amp;  I'll take my chances with Covid. We have an immune system for a reason
2022-02-13 00:37:17,WalterGeeSpot,@JohnNas48398798 @hendrick2018 @VPrasadMDMPH What are the right cohorts for the COVID Vax?
2022-02-13 00:37:17,SoaringEagles50,@KrispyBaconX Covid Vaccine has HIV proteins.
2022-02-13 00:37:17,DIVINEFXMININE,"@asleeponthesoda it also depends on the lft you’re using, the nasal only ones are thin lines!  i don’t know anyone who’s managed to get out early, i had covid in december so the rules were 10/11 days iso no matter what but i did daily testing for my own bit of research i guess!  https://t.co/cZn9Vbv6yi"
2022-02-13 00:37:17,gnfsunshine,bbh saying his arm hurt when he had covid is making me really anxious about my arm aching rn lol
2022-02-13 00:37:16,ClimateRealists,Riot police fire tear gas and use batons on Freedom Convoy demonstrators as they bring Paris to a halt in protest against Covid rules and soaring energy prices  https://t.co/teMQZn1m9v via @MailOnline
2022-02-13 00:37:16,esjay100,@storyheadjillmc Crazy exists on both sides.  But Dem crazy is currently making Covid policy
2022-02-13 00:37:16,fivekidsnadog,"@anonymoustaffer @okayshane_ Hospital capacity is an issue because of unscientific decisions to fire unvaxed. Our hospital fired all of them, only to turn around and rehire them as all their vaxed workers got covid."
2022-02-13 00:37:16,RibSte,"podem fazer, assim como todo mundo hj em dia faz exame de covid antes de gravar. O que não garante 100% que as pessoas não correm risco, a novela Pantanal ser parada mesmo com testes, vacinação e etc mostra isso. Teste não garante 100% de segurança."
2022-02-13 00:37:16,SWAMPROCKIN,"//  You ever just cough so hard your chest feels like it's ringing  Yeah I'm having a bad time, and this ain't even covid 🗿"
2022-02-13 00:37:15,BilalRaaid,"@iramizraja This Berlin wall should be abolished or reduced in height as soon as this Covid comes to an end. Fans generate revenue, and they SHOULD’NT be kept as animals in the zoo. Give them the respect they deserve. Also increase players-fans interaction to pull more crowd to the ground.  https://t.co/XO9V9mAaXK"
2022-02-13 00:37:15,Rosemarys_Dream,"@celliottability Given that we need 3 doses to avoid severe Covid now with the variants , it is worth mentioning that less than 50% of the eligible population has had a 3rd dose."
2022-02-13 00:37:14,Atipico1996,"Covid infection TRIPLICATES the risk of death in the following months. It’s not only about surviving the short-term risk, but also the long-term complications. Yet the government and the public are happy to remove every safety measure.  https://t.co/9kdWelOmTD"
2022-02-13 00:37:14,nacion,España dona a Costa Rica un millón de vacunas de Pfizer contra covid-19  https://t.co/m3MtUkTsi9  https://t.co/tDCeYtuBxa
2022-02-13 00:37:14,daforerog,Long-term cardiovascular outcomes of COVID-19  https://t.co/D1r709LdyL
2022-02-13 00:37:14,ItaliaNotizie24,"Covid, 62.231 nuovi casi e 269 decessi in 24 ore  https://t.co/lmfonQjIGq"
2022-02-13 00:37:13,KissMyCarol,Great discussion!  https://t.co/1rL1g9VIpf
2022-02-13 00:37:13,ATL_Test_Watch,"COVID test available tomorrow at CVS (6031 Fairburn RD, Douglasville, GA 30134) at 12:20PM 12:35PM 03:35PM :  https://t.co/i8jdoR3EYU"
2022-02-13 00:37:13,molsjames,Are you watching?    Find out how SUCCESSFUL doctors are treating covid.     https://t.co/wHzdxbNpJ7
2022-02-13 00:37:13,Steveb34069341,"@happyadhdgirl @sophielouisecc Unbelievably ridiculous comment. ""Risk my life"". ""Anxiety is sky high"". Do you actually understand what Covid is? My 83 year old father has just recovered from it. Had a cough for a few days. I had a worse cold a couple of weeks ago. Grow up."
2022-02-13 00:37:12,Eda76266953,"@yesilvet1 @guleres Normalde kalp hastaları için evet ama asi veya covid sonrası için doğru mu ben de bilmiyorum. ilginç tarafı bazı hastalarda akut dönemde Cl, ferritin, CPK ve proBNP de yüksek gidiyor, kalp ile alakası var mı bilemiyorum"
2022-02-13 00:37:12,RamonPV,"@RebelNewsOnline @RebelNewsOnline I have shared some short videos from the Convoy Doctors press conference yesterday in Ottawa, please share. It is a 2hrs conference, but the short videos will give people an idea about what was discussed there, and that is: NONE OF THE COVID-19 MEASURES WORK!"
2022-02-13 00:37:12,SAMSARAGX66BLUE,"@HELENA8235 @donnamellon1 I am the same! But I did catch Covid during an ER visit, still have fatigue from it so you are doing the right thing 👍🏻  https://t.co/6C5RpQY3ES"
2022-02-13 00:37:11,BabboChiquita,"@IlConteF #Inter ha giocato con la rosa al completo tutto l'anno, Napoli e Milan tra infortuni e covid sono state massacrate per mesi e sono solo a 1 punto. Ora stanno recuperando dagli imfortuni, l'Inter ha finito le cartucce, sono stanchi senza turnover, spiaze."
2022-02-13 00:37:11,FakeNewsCNN202,"@MikeGarafolo  WHEN DID THE NFL FIND A CURE FOR THE COVID VIRUS? 😂 I HAVEN'T HEARD OF ONE NFL PLAYER, COACH OR ANYONE CONNECTED WITH NFL TEST POSITIVE!! 😂 THAT'S ODD. IT'S ALL ABOUT THE MONEY 😂 their not going to PUT RAM'S 99 or BENGALS QB IN QUARANTINE FOR THE SUPER BOWL 😂"
2022-02-13 00:37:10,jainebranquinho,"Eu com sintomas de covid e meus pais aqui no Babi, eles são contra vacina, não vacinaram .. Cabeça dura ! Sou vacinada, tô com dor no corpo inteiro .. Não posso nem chegar perto . ÉPOCA HORRÍVEL ."
2022-02-13 00:37:10,WandBSports,@umichhockey Hes in Covid protocol. How tf is he at the game? 😂
2022-02-13 00:37:10,MsStarr7,"@Raffhasnonuts Animals use the same drugs humans do. I get your point about Ivermectin use, but you clearly skipped mine. Veterinarians are still using COVID as a reason to refer patients to emergency care, that is backed up 24-72 hours. Animals are dying w/ these policies."
2022-02-13 00:37:10,2Trlc0che,@TakuShep @Ro00403750 @libredepenser91 @stephanlopez134 @MaitressePioute @dedieu_stephane Ben un peut car la grippe est une fois par an le covid entre 2 et 3 pics par ans
2022-02-13 00:37:09,bigandtall44,"@Truth_in_Number @brickhouse817 @natyvetruth @TFroehlig @Cal_HHS Basically saying, well this person had any symptom of covid on their death bed so we suspect covid 19 though they tested negative when they died. Test them again post mortem and mark them as a presumed positive. This has been admitted in NJ by the health department."
2022-02-13 00:37:08,shreekanthv,@Cernovich Make no mistake Pfizer vaccine is not to solve Covid-19 but to create a generations of unhealthy people so that medical industrial complex run permanently. Imagine the pharma industry making billions out of these unhealthy ppl with new drugs to mitigate Covid vaccine side effects
2022-02-13 00:37:08,mikercameron,"Around 50 people are struck by lightening each year.  I don’t know your conditions but an individual with one adverse condition is around 2,000 times more likely to die if they get Covid than they are to be struck by lightning.  People really need a better understanding of risk."
2022-02-13 00:37:08,consul_first,@kapboy59 @Politicanada1 @Travisdhanraj @JustinTrudeau You could have civilians shadow Covid care nurses.  It's been two years you think they could do an OK job?
2022-02-13 00:37:08,PoohBea04909601,"@jvipondmd @MaggieM00021130 Exactly same…..I’ve had a cold, I’ve had the flu….I’m fairly healthy but I’m not willing to bet the rest of my life on long Covid……"
2022-02-13 00:37:07,QueenGeog,@GeographyCarrie Good thinking! I blame Covid and hardly any sleep for my slow brain today xx
2022-02-13 00:37:07,means_over,"@JReinerMD Does it have anything to do with the healthcare system being better and the fact that their people aren’t fat, unhealthy diabetics?   Even if they masked up, the people that think it’s fat and okay will be getting pulled into the hospital. Obesity was the worst thing for covid."
2022-02-13 00:37:07,samanth77470710,@B52Malmet Had Covid in January 2022. Being booked for an angiogram.
2022-02-13 00:37:06,vickersty,"@drmikehart Yes. Vitamin D is...a vitamin. It's essential for health. This isn't controversial.  It doesn't prevent covid, per se, but *not having enough* is very bad for you.  It's also a very safe preventative health measure in general, and everyone should take it into consideration."
2022-02-13 00:37:06,Libero_official,Bollettino #Covid 12 febbraio: 62.231 nuovi contagi e 269 decessi. Sia i ricoveri ordinari che quelli in terapia intensiva sono in calo per il quinto giorno consecutivo   https://t.co/0UYayaTFMW  https://t.co/aKkXewnWIB
2022-02-13 00:37:06,jennyyyyc,I think I had COVID 4 years ago 🤣. I really was hella sick like this all January this year!
